Type,Value,Stat,site,gs,CHANGE,includeCHANGE
eos,0.0018179252349495069,P value,barta,2015,15,sig
eos,0.0018179252349495069,P value,barta,2016,40,sig
eos,0.0018179252349495069,P value,barta,2017,51,sig
eos,0.0018179252349495069,P value,barta,2018,26,sig
eos,0.8877305904364605,P value,bari,1999,-38,ns
eos,0.8877305904364605,P value,bari,2000,10,ns
eos,0.8877305904364605,P value,bari,2001,38,ns
eos,0.8877305904364605,P value,bari,2002,-14,ns
eos,0.8877305904364605,P value,bari,2003,-6,ns
eos,0.8877305904364605,P value,bari,2004,-4,ns
eos,0.8877305904364605,P value,bari,2005,3,ns
eos,0.8877305904364605,P value,bari,2006,-1,ns
eos,0.8877305904364605,P value,bari,2007,-4,ns
eos,0.8877305904364605,P value,bari,2008,-8,ns
eos,0.8877305904364605,P value,bari,2009,40,ns
eos,0.8877305904364605,P value,bari,2010,23,ns
eos,0.8877305904364605,P value,bari,2011,-17,ns
eos,0.8877305904364605,P value,bari,2013,-67,ns
eos,0.8877305904364605,P value,bari,2014,-49,ns
eos,0.8877305904364605,P value,bari,2015,-16,ns
eos,0.8877305904364605,P value,bari,2016,-12,ns
eos,0.8877305904364605,P value,bari,2017,14,ns
eos,0.8877305904364605,P value,bari,2018,51,ns
eos,0.8877305904364605,P value,bari,2019,11,ns
eos,0.30058702811556254,P value,badlau,1988,0,ns
eos,0.30058702811556254,P value,badlau,1989,11,ns
eos,0.30058702811556254,P value,badlau,1991,3,ns
eos,0.30058702811556254,P value,badlau,1992,-29,ns
eos,0.30058702811556254,P value,badlau,1993,76,ns
eos,0.30058702811556254,P value,badlau,1994,98,ns
eos,0.30058702811556254,P value,badlau,1995,9,ns
eos,0.30058702811556254,P value,badlau,1996,4,ns
eos,0.30058702811556254,P value,badlau,1998,23,ns
eos,0.30058702811556254,P value,badlau,1999,-14,ns
eos,0.30058702811556254,P value,badlau,2000,-20,ns
eos,0.30058702811556254,P value,badlau,2001,-28,ns
eos,0.30058702811556254,P value,badlau,2002,-35,ns
eos,0.30058702811556254,P value,badlau,2003,-45,ns
eos,0.30058702811556254,P value,badlau,2004,-22,ns
eos,0.30058702811556254,P value,badlau,2005,-20,ns
eos,0.30058702811556254,P value,badlau,2006,-21,ns
eos,0.30058702811556254,P value,badlau,2009,55,ns
eos,0.30058702811556254,P value,badlau,2010,-23,ns
eos,0.30058702811556254,P value,badlau,2014,25,ns
eos,0.30058702811556254,P value,badlau,2016,39,ns
eos,0.30058702811556254,P value,badlau,2018,-26,ns
eos,0.30058702811556254,P value,badlau,2019,-41,ns
eos,0.13762720182735821,P value,azitwo,1987,3,ns
eos,0.13762720182735821,P value,azitwo,1988,-10,ns
eos,0.13762720182735821,P value,azitwo,1989,9,ns
eos,0.13762720182735821,P value,azitwo,1991,-21,ns
eos,0.13762720182735821,P value,azitwo,1992,10,ns
eos,0.13762720182735821,P value,azitwo,1993,6,ns
eos,0.13762720182735821,P value,azitwo,1994,-2,ns
eos,0.13762720182735821,P value,azitwo,1996,-5,ns
eos,0.13762720182735821,P value,azitwo,1997,-13,ns
eos,0.13762720182735821,P value,azitwo,1999,-6,ns
eos,0.13762720182735821,P value,azitwo,2000,-4,ns
eos,0.13762720182735821,P value,azitwo,2001,-10,ns
eos,0.13762720182735821,P value,azitwo,2002,-23,ns
eos,0.13762720182735821,P value,azitwo,2003,0,ns
eos,0.13762720182735821,P value,azitwo,2004,-5,ns
eos,0.13762720182735821,P value,azitwo,2005,1,ns
eos,0.13762720182735821,P value,azitwo,2006,-9,ns
eos,0.13762720182735821,P value,azitwo,2007,2,ns
eos,0.13762720182735821,P value,azitwo,2008,5,ns
eos,0.13762720182735821,P value,azitwo,2009,1,ns
eos,0.13762720182735821,P value,azitwo,2010,-4,ns
eos,0.13762720182735821,P value,azitwo,2011,-4,ns
eos,0.13762720182735821,P value,azitwo,2012,-3,ns
eos,0.13762720182735821,P value,azitwo,2013,2,ns
eos,0.13762720182735821,P value,azitwo,2014,8,ns
eos,0.13762720182735821,P value,azitwo,2015,9,ns
eos,0.13762720182735821,P value,azitwo,2016,9,ns
eos,0.13762720182735821,P value,azitwo,2017,2,ns
eos,0.13762720182735821,P value,azitwo,2018,4,ns
eos,0.5041715794678436,P value,arch,1984,-25,ns
eos,0.5041715794678436,P value,arch,1985,-27,ns
eos,0.5041715794678436,P value,arch,1987,4,ns
eos,0.5041715794678436,P value,arch,1988,-11,ns
eos,0.5041715794678436,P value,arch,1990,29,ns
eos,0.5041715794678436,P value,arch,1992,-21,ns
eos,0.5041715794678436,P value,arch,1994,36,ns
eos,0.5041715794678436,P value,arch,1995,4,ns
eos,0.5041715794678436,P value,arch,1996,-25,ns
eos,0.5041715794678436,P value,arch,1998,9,ns
eos,0.5041715794678436,P value,arch,1999,-2,ns
eos,0.5041715794678436,P value,arch,2000,-34,ns
eos,0.5041715794678436,P value,arch,2001,33,ns
eos,0.5041715794678436,P value,arch,2002,12,ns
eos,0.5041715794678436,P value,arch,2003,13,ns
eos,0.5041715794678436,P value,arch,2004,2,ns
eos,0.5041715794678436,P value,arch,2005,-51,ns
eos,0.5041715794678436,P value,arch,2006,16,ns
eos,0.5041715794678436,P value,arch,2007,-15,ns
eos,0.5041715794678436,P value,arch,2008,16,ns
eos,0.5041715794678436,P value,arch,2009,12,ns
eos,0.5041715794678436,P value,arch,2010,-9,ns
eos,0.5041715794678436,P value,arch,2011,-15,ns
eos,0.5041715794678436,P value,arch,2013,-60,ns
eos,0.5041715794678436,P value,arch,2016,36,ns
eos,0.5041715794678436,P value,arch,2017,35,ns
eos,0.1578952388412798,P value,amcamp,1987,-18,ns
eos,0.1578952388412798,P value,amcamp,1998,-22,ns
eos,0.1578952388412798,P value,amcamp,1999,22,ns
eos,0.1578952388412798,P value,amcamp,2000,-1,ns
eos,0.1578952388412798,P value,amcamp,2001,1,ns
eos,0.1578952388412798,P value,amcamp,2002,7,ns
eos,0.1578952388412798,P value,amcamp,2003,-15,ns
eos,0.1578952388412798,P value,amcamp,2004,-19,ns
eos,0.1578952388412798,P value,amcamp,2005,-16,ns
eos,0.1578952388412798,P value,amcamp,2006,-12,ns
eos,0.1578952388412798,P value,amcamp,2007,1,ns
eos,0.1578952388412798,P value,amcamp,2008,10,ns
eos,0.1578952388412798,P value,amcamp,2009,-6,ns
eos,0.1578952388412798,P value,amcamp,2010,4,ns
eos,0.1578952388412798,P value,amcamp,2011,32,ns
eos,0.1578952388412798,P value,amcamp,2014,4,ns
eos,0.1578952388412798,P value,amcamp,2015,-20,ns
eos,0.1578952388412798,P value,amcamp,2016,-9,ns
eos,0.1578952388412798,P value,amcamp,2017,4,ns
eos,0.1578952388412798,P value,amcamp,2018,9,ns
eos,0.1578952388412798,P value,amcamp,2019,14,ns
eos,0.5626325741861514,P value,abisko,2000,3,ns
eos,0.5626325741861514,P value,abisko,2002,-13,ns
eos,0.5626325741861514,P value,abisko,2006,-1,ns
eos,0.5626325741861514,P value,abisko,2013,-2,ns
eos,0.5626325741861514,P value,abisko,2014,4,ns
eos,0.5626325741861514,P value,abisko,2015,-6,ns
eos,0.5626325741861514,P value,abisko,2016,2,ns
eos,0.5626325741861514,P value,abisko,2017,1,ns
eos,0.5626325741861514,P value,abisko,2018,-4,ns
gsl,0.177581850519219,P value,yarra,1988,45,ns
gsl,0.177581850519219,P value,yarra,1989,-11,ns
gsl,0.177581850519219,P value,yarra,1990,30,ns
gsl,0.177581850519219,P value,yarra,1991,-138,ns
gsl,0.177581850519219,P value,yarra,1992,-66,ns
gsl,0.177581850519219,P value,yarra,1993,-41,ns
gsl,0.177581850519219,P value,yarra,1994,-163,ns
gsl,0.177581850519219,P value,yarra,1995,-97,ns
gsl,0.177581850519219,P value,yarra,1996,-26,ns
gsl,0.177581850519219,P value,yarra,1997,1,ns
gsl,0.177581850519219,P value,yarra,1998,-93,ns
gsl,0.177581850519219,P value,yarra,1999,-106,ns
gsl,0.177581850519219,P value,yarra,2000,81,ns
gsl,0.177581850519219,P value,yarra,2001,10,ns
gsl,0.177581850519219,P value,yarra,2003,12,ns
gsl,0.177581850519219,P value,yarra,2004,5,ns
gsl,0.177581850519219,P value,yarra,2005,-59,ns
gsl,0.177581850519219,P value,yarra,2006,-47,ns
gsl,0.177581850519219,P value,yarra,2009,4,ns
gsl,0.177581850519219,P value,yarra,2010,58,ns
gsl,0.177581850519219,P value,yarra,2011,47,ns
gsl,0.177581850519219,P value,yarra,2012,-18,ns
gsl,0.177581850519219,P value,yarra,2014,-155,ns
gsl,0.177581850519219,P value,yarra,2016,45,ns
gsl,0.177581850519219,P value,yarra,2018,58,ns
gsl,0.177581850519219,P value,yarra,2019,1,ns
gsl,0.035557239595100605,P value,vass,1986,58,sig
gsl,0.035557239595100605,P value,vass,1997,17,sig
gsl,0.035557239595100605,P value,vass,2000,-2,sig
gsl,0.035557239595100605,P value,vass,2002,-16,sig
gsl,0.035557239595100605,P value,vass,2006,-14,sig
gsl,0.035557239595100605,P value,vass,2007,-8,sig
gsl,0.035557239595100605,P value,vass,2014,1,sig
gsl,0.035557239595100605,P value,vass,2015,-33,sig
gsl,0.035557239595100605,P value,vass,2016,12,sig
gsl,0.035557239595100605,P value,vass,2017,-11,sig
gsl,0.035557239595100605,P value,vass,2018,2,sig
gsl,0.8481313367819194,P value,vargrass,1988,-42,ns
gsl,0.8481313367819194,P value,vargrass,1989,22,ns
gsl,0.8481313367819194,P value,vargrass,2000,0,ns
gsl,0.8481313367819194,P value,vargrass,2005,4,ns
gsl,0.8481313367819194,P value,vargrass,2006,5,ns
gsl,0.8481313367819194,P value,vargrass,2013,69,ns
gsl,0.8481313367819194,P value,vargrass,2014,-25,ns
gsl,0.8481313367819194,P value,vargrass,2015,36,ns
gsl,0.8481313367819194,P value,vargrass,2016,-20,ns
gsl,0.8481313367819194,P value,vargrass,2017,-55,ns
gsl,0.8481313367819194,P value,vargrass,2018,6,ns
gsl,0.05811874143835395,P value,valm,1985,-14,ns
gsl,0.05811874143835395,P value,valm,1987,-15,ns
gsl,0.05811874143835395,P value,valm,1988,7,ns
gsl,0.05811874143835395,P value,valm,1989,-4,ns
gsl,0.05811874143835395,P value,valm,1990,-5,ns
gsl,0.05811874143835395,P value,valm,1991,-29,ns
gsl,0.05811874143835395,P value,valm,1992,-41,ns
gsl,0.05811874143835395,P value,valm,1993,-26,ns
gsl,0.05811874143835395,P value,valm,1996,5,ns
gsl,0.05811874143835395,P value,valm,1997,-3,ns
gsl,0.05811874143835395,P value,valm,1998,-20,ns
gsl,0.05811874143835395,P value,valm,1999,4,ns
gsl,0.05811874143835395,P value,valm,2000,25,ns
gsl,0.05811874143835395,P value,valm,2001,76,ns
gsl,0.05811874143835395,P value,valm,2002,-34,ns
gsl,0.05811874143835395,P value,valm,2003,-8,ns
gsl,0.05811874143835395,P value,valm,2004,-29,ns
gsl,0.05811874143835395,P value,valm,2005,-8,ns
gsl,0.05811874143835395,P value,valm,2006,6,ns
gsl,0.05811874143835395,P value,valm,2007,39,ns
gsl,0.05811874143835395,P value,valm,2008,1,ns
gsl,0.05811874143835395,P value,valm,2009,-15,ns
gsl,0.05811874143835395,P value,valm,2010,-20,ns
gsl,0.05811874143835395,P value,valm,2011,32,ns
gsl,0.05811874143835395,P value,valm,2012,25,ns
gsl,0.05811874143835395,P value,valm,2013,8,ns
gsl,0.05811874143835395,P value,valm,2014,-2,ns
gsl,0.05811874143835395,P value,valm,2015,66,ns
gsl,0.05811874143835395,P value,valm,2016,20,ns
gsl,0.05811874143835395,P value,valm,2017,6,ns
gsl,0.05811874143835395,P value,valm,2018,-20,ns
gsl,0.38846591776142647,P value,uwo,1986,11,ns
gsl,0.38846591776142647,P value,uwo,1989,49,ns
gsl,0.38846591776142647,P value,uwo,1991,0,ns
gsl,0.38846591776142647,P value,uwo,1992,8,ns
gsl,0.38846591776142647,P value,uwo,1993,3,ns
gsl,0.38846591776142647,P value,uwo,1994,-3,ns
gsl,0.38846591776142647,P value,uwo,1995,46,ns
gsl,0.38846591776142647,P value,uwo,1999,-27,ns
gsl,0.38846591776142647,P value,uwo,2000,-6,ns
gsl,0.38846591776142647,P value,uwo,2001,-5,ns
gsl,0.38846591776142647,P value,uwo,2003,-58,ns
gsl,0.38846591776142647,P value,uwo,2004,-36,ns
gsl,0.38846591776142647,P value,uwo,2005,32,ns
gsl,0.38846591776142647,P value,uwo,2006,-14,ns
gsl,0.38846591776142647,P value,uwo,2007,13,ns
gsl,0.38846591776142647,P value,uwo,2008,-12,ns
gsl,0.38846591776142647,P value,uwo,2009,-27,ns
gsl,0.38846591776142647,P value,uwo,2010,6,ns
gsl,0.38846591776142647,P value,uwo,2011,-19,ns
gsl,0.38846591776142647,P value,uwo,2012,18,ns
gsl,0.38846591776142647,P value,uwo,2013,1,ns
gsl,0.38846591776142647,P value,uwo,2014,5,ns
gsl,0.38846591776142647,P value,uwo,2015,-9,ns
gsl,0.38846591776142647,P value,uwo,2016,30,ns
gsl,0.38846591776142647,P value,uwo,2017,7,ns
gsl,0.38846591776142647,P value,uwo,2018,-7,ns
gsl,0.0063067801645864206,P value,unc,1984,28,sig
gsl,0.0063067801645864206,P value,unc,1986,-166,sig
gsl,0.0063067801645864206,P value,unc,1987,-27,sig
gsl,0.0063067801645864206,P value,unc,1991,-76,sig
gsl,0.0063067801645864206,P value,unc,1993,-71,sig
gsl,0.0063067801645864206,P value,unc,1994,-42,sig
gsl,0.0063067801645864206,P value,unc,1995,-11,sig
gsl,0.0063067801645864206,P value,unc,1996,-21,sig
gsl,0.0063067801645864206,P value,unc,1999,-54,sig
gsl,0.0063067801645864206,P value,unc,2000,21,sig
gsl,0.0063067801645864206,P value,unc,2001,18,sig
gsl,0.0063067801645864206,P value,unc,2002,37,sig
gsl,0.0063067801645864206,P value,unc,2003,22,sig
gsl,0.0063067801645864206,P value,unc,2005,9,sig
gsl,0.0063067801645864206,P value,unc,2006,70,sig
gsl,0.0063067801645864206,P value,unc,2007,-89,sig
gsl,0.0063067801645864206,P value,unc,2008,45,sig
gsl,0.0063067801645864206,P value,unc,2009,43,sig
gsl,0.0063067801645864206,P value,unc,2010,-14,sig
gsl,0.0063067801645864206,P value,unc,2011,32,sig
gsl,0.0063067801645864206,P value,unc,2013,35,sig
gsl,0.0063067801645864206,P value,unc,2017,45,sig
gsl,0.744082467383845,P value,ukul,1991,-11,ns
gsl,0.744082467383845,P value,ukul,1998,74,ns
gsl,0.744082467383845,P value,ukul,1999,-25,ns
gsl,0.744082467383845,P value,ukul,2001,1,ns
gsl,0.744082467383845,P value,ukul,2002,-3,ns
gsl,0.744082467383845,P value,ukul,2004,-41,ns
gsl,0.744082467383845,P value,ukul,2006,-13,ns
gsl,0.744082467383845,P value,ukul,2007,0,ns
gsl,0.744082467383845,P value,ukul,2009,27,ns
gsl,0.744082467383845,P value,ukul,2010,-16,ns
gsl,0.744082467383845,P value,ukul,2013,82,ns
gsl,0.744082467383845,P value,ukul,2014,-1,ns
gsl,0.744082467383845,P value,ukul,2015,-28,ns
gsl,0.744082467383845,P value,ukul,2016,-40,ns
gsl,0.744082467383845,P value,ukul,2017,-36,ns
gsl,0.744082467383845,P value,ukul,2018,38,ns
gsl,0.744082467383845,P value,ukul,2019,-20,ns
gsl,0.6707980696978875,P value,ucsc,1985,40,ns
gsl,0.6707980696978875,P value,ucsc,1986,29,ns
gsl,0.6707980696978875,P value,ucsc,1987,-43,ns
gsl,0.6707980696978875,P value,ucsc,1988,-30,ns
gsl,0.6707980696978875,P value,ucsc,1989,-23,ns
gsl,0.6707980696978875,P value,ucsc,1990,-75,ns
gsl,0.6707980696978875,P value,ucsc,1991,-8,ns
gsl,0.6707980696978875,P value,ucsc,1992,-28,ns
gsl,0.6707980696978875,P value,ucsc,1993,-32,ns
gsl,0.6707980696978875,P value,ucsc,1994,-2,ns
gsl,0.6707980696978875,P value,ucsc,1995,44,ns
gsl,0.6707980696978875,P value,ucsc,1996,-9,ns
gsl,0.6707980696978875,P value,ucsc,1997,-20,ns
gsl,0.6707980696978875,P value,ucsc,1998,38,ns
gsl,0.6707980696978875,P value,ucsc,1999,-51,ns
gsl,0.6707980696978875,P value,ucsc,2000,7,ns
gsl,0.6707980696978875,P value,ucsc,2001,29,ns
gsl,0.6707980696978875,P value,ucsc,2002,24,ns
gsl,0.6707980696978875,P value,ucsc,2003,23,ns
gsl,0.6707980696978875,P value,ucsc,2004,-4,ns
gsl,0.6707980696978875,P value,ucsc,2005,48,ns
gsl,0.6707980696978875,P value,ucsc,2006,2,ns
gsl,0.6707980696978875,P value,ucsc,2007,-9,ns
gsl,0.6707980696978875,P value,ucsc,2008,38,ns
gsl,0.6707980696978875,P value,ucsc,2009,18,ns
gsl,0.6707980696978875,P value,ucsc,2010,65,ns
gsl,0.6707980696978875,P value,ucsc,2011,25,ns
gsl,0.6707980696978875,P value,ucsc,2012,-48,ns
gsl,0.6707980696978875,P value,ucsc,2013,0,ns
gsl,0.6707980696978875,P value,ucsc,2014,-68,ns
gsl,0.6707980696978875,P value,ucsc,2015,7,ns
gsl,0.6707980696978875,P value,ucsc,2016,13,ns
gsl,0.6707980696978875,P value,ucsc,2017,-82,ns
gsl,0.6707980696978875,P value,ucsc,2018,14,ns
gsl,0.6707980696978875,P value,ucsc,2019,9,ns
gsl,0.16569449114541185,P value,temple,1987,9,ns
gsl,0.16569449114541185,P value,temple,1988,-6,ns
gsl,0.16569449114541185,P value,temple,1989,-56,ns
gsl,0.16569449114541185,P value,temple,1991,40,ns
gsl,0.16569449114541185,P value,temple,1992,-14,ns
gsl,0.16569449114541185,P value,temple,1994,-41,ns
gsl,0.16569449114541185,P value,temple,1995,14,ns
gsl,0.16569449114541185,P value,temple,1997,31,ns
gsl,0.16569449114541185,P value,temple,1998,-78,ns
gsl,0.16569449114541185,P value,temple,1999,2,ns
gsl,0.16569449114541185,P value,temple,2000,-56,ns
gsl,0.16569449114541185,P value,temple,2001,45,ns
gsl,0.16569449114541185,P value,temple,2002,-18,ns
gsl,0.16569449114541185,P value,temple,2003,-72,ns
gsl,0.16569449114541185,P value,temple,2004,37,ns
gsl,0.16569449114541185,P value,temple,2005,14,ns
gsl,0.16569449114541185,P value,temple,2006,-57,ns
gsl,0.16569449114541185,P value,temple,2007,64,ns
gsl,0.16569449114541185,P value,temple,2008,-62,ns
gsl,0.16569449114541185,P value,temple,2009,-78,ns
gsl,0.16569449114541185,P value,temple,2010,71,ns
gsl,0.16569449114541185,P value,temple,2011,-80,ns
gsl,0.16569449114541185,P value,temple,2014,98,ns
gsl,0.16569449114541185,P value,temple,2015,53,ns
gsl,0.16569449114541185,P value,temple,2016,94,ns
gsl,0.16569449114541185,P value,temple,2017,86,ns
gsl,0.16569449114541185,P value,temple,2018,-36,ns
gsl,0.30538861132169753,P value,summ,1991,17,ns
gsl,0.30538861132169753,P value,summ,2006,-40,ns
gsl,0.30538861132169753,P value,summ,2007,36,ns
gsl,0.30538861132169753,P value,summ,2008,-6,ns
gsl,0.30538861132169753,P value,summ,2010,5,ns
gsl,0.30538861132169753,P value,summ,2013,65,ns
gsl,0.30538861132169753,P value,summ,2014,29,ns
gsl,0.30538861132169753,P value,summ,2015,-28,ns
gsl,0.30538861132169753,P value,summ,2017,-5,ns
gsl,0.30538861132169753,P value,summ,2018,-39,ns
gsl,0.30538861132169753,P value,summ,2019,-76,ns
gsl,0.6003695185000211,P value,spv,1999,8,ns
gsl,0.6003695185000211,P value,spv,2001,-43,ns
gsl,0.6003695185000211,P value,spv,2002,23,ns
gsl,0.6003695185000211,P value,spv,2003,87,ns
gsl,0.6003695185000211,P value,spv,2004,68,ns
gsl,0.6003695185000211,P value,spv,2005,-38,ns
gsl,0.6003695185000211,P value,spv,2006,50,ns
gsl,0.6003695185000211,P value,spv,2007,-31,ns
gsl,0.6003695185000211,P value,spv,2008,-76,ns
gsl,0.6003695185000211,P value,spv,2009,-68,ns
gsl,0.6003695185000211,P value,spv,2010,-145,ns
gsl,0.6003695185000211,P value,spv,2012,-92,ns
gsl,0.6003695185000211,P value,spv,2015,16,ns
gsl,0.6003695185000211,P value,spv,2017,70,ns
gsl,0.005526443172522077,P value,smith,1985,-36,sig
gsl,0.005526443172522077,P value,smith,1986,43,sig
gsl,0.005526443172522077,P value,smith,1987,-42,sig
gsl,0.005526443172522077,P value,smith,1990,-54,sig
gsl,0.005526443172522077,P value,smith,1991,21,sig
gsl,0.005526443172522077,P value,smith,1992,-71,sig
gsl,0.005526443172522077,P value,smith,1993,-5,sig
gsl,0.005526443172522077,P value,smith,1994,-34,sig
gsl,0.005526443172522077,P value,smith,1995,-27,sig
gsl,0.005526443172522077,P value,smith,1996,-25,sig
gsl,0.005526443172522077,P value,smith,1997,-15,sig
gsl,0.005526443172522077,P value,smith,1998,0,sig
gsl,0.005526443172522077,P value,smith,1999,30,sig
gsl,0.005526443172522077,P value,smith,2000,-12,sig
gsl,0.005526443172522077,P value,smith,2001,-41,sig
gsl,0.005526443172522077,P value,smith,2002,27,sig
gsl,0.005526443172522077,P value,smith,2003,-16,sig
gsl,0.005526443172522077,P value,smith,2005,34,sig
gsl,0.005526443172522077,P value,smith,2006,-13,sig
gsl,0.005526443172522077,P value,smith,2007,-22,sig
gsl,0.005526443172522077,P value,smith,2008,-49,sig
gsl,0.005526443172522077,P value,smith,2009,-34,sig
gsl,0.005526443172522077,P value,smith,2010,11,sig
gsl,0.005526443172522077,P value,smith,2011,4,sig
gsl,0.005526443172522077,P value,smith,2013,11,sig
gsl,0.005526443172522077,P value,smith,2014,64,sig
gsl,0.005526443172522077,P value,smith,2015,20,sig
gsl,0.005526443172522077,P value,smith,2016,105,sig
gsl,0.005526443172522077,P value,smith,2017,81,sig
gsl,0.005526443172522077,P value,smith,2018,-36,sig
gsl,0.005526443172522077,P value,smith,2019,60,sig
gsl,0.6702095578747869,P value,sier,1985,-1,ns
gsl,0.6702095578747869,P value,sier,1986,-6,ns
gsl,0.6702095578747869,P value,sier,1987,-32,ns
gsl,0.6702095578747869,P value,sier,1989,-15,ns
gsl,0.6702095578747869,P value,sier,1990,50,ns
gsl,0.6702095578747869,P value,sier,1991,-7,ns
gsl,0.6702095578747869,P value,sier,1992,-36,ns
gsl,0.6702095578747869,P value,sier,1993,-30,ns
gsl,0.6702095578747869,P value,sier,1994,2,ns
gsl,0.6702095578747869,P value,sier,1995,25,ns
gsl,0.6702095578747869,P value,sier,1996,-14,ns
gsl,0.6702095578747869,P value,sier,1997,1,ns
gsl,0.6702095578747869,P value,sier,1998,21,ns
gsl,0.6702095578747869,P value,sier,1999,-43,ns
gsl,0.6702095578747869,P value,sier,2000,18,ns
gsl,0.6702095578747869,P value,sier,2001,20,ns
gsl,0.6702095578747869,P value,sier,2002,-88,ns
gsl,0.6702095578747869,P value,sier,2003,26,ns
gsl,0.6702095578747869,P value,sier,2004,-43,ns
gsl,0.6702095578747869,P value,sier,2005,45,ns
gsl,0.6702095578747869,P value,sier,2006,19,ns
gsl,0.6702095578747869,P value,sier,2007,9,ns
gsl,0.6702095578747869,P value,sier,2008,32,ns
gsl,0.6702095578747869,P value,sier,2009,25,ns
gsl,0.6702095578747869,P value,sier,2010,58,ns
gsl,0.6702095578747869,P value,sier,2011,30,ns
gsl,0.6702095578747869,P value,sier,2012,-66,ns
gsl,0.6702095578747869,P value,sier,2013,12,ns
gsl,0.6702095578747869,P value,sier,2014,-60,ns
gsl,0.6702095578747869,P value,sier,2015,-61,ns
gsl,0.6702095578747869,P value,sier,2016,9,ns
gsl,0.6702095578747869,P value,sier,2017,54,ns
gsl,0.6702095578747869,P value,sier,2018,23,ns
gsl,0.6702095578747869,P value,sier,2019,-25,ns
gsl,0.17761248644561767,P value,shps,1986,54,ns
gsl,0.17761248644561767,P value,shps,1987,-4,ns
gsl,0.17761248644561767,P value,shps,1992,-43,ns
gsl,0.17761248644561767,P value,shps,1994,-65,ns
gsl,0.17761248644561767,P value,shps,1995,64,ns
gsl,0.17761248644561767,P value,shps,1997,15,ns
gsl,0.17761248644561767,P value,shps,1999,5,ns
gsl,0.17761248644561767,P value,shps,2000,-24,ns
gsl,0.17761248644561767,P value,shps,2001,-44,ns
gsl,0.17761248644561767,P value,shps,2002,-30,ns
gsl,0.17761248644561767,P value,shps,2003,-36,ns
gsl,0.17761248644561767,P value,shps,2004,-31,ns
gsl,0.17761248644561767,P value,shps,2005,23,ns
gsl,0.17761248644561767,P value,shps,2006,-32,ns
gsl,0.17761248644561767,P value,shps,2007,-47,ns
gsl,0.17761248644561767,P value,shps,2008,-46,ns
gsl,0.17761248644561767,P value,shps,2009,10,ns
gsl,0.17761248644561767,P value,shps,2010,-16,ns
gsl,0.17761248644561767,P value,shps,2012,-34,ns
gsl,0.17761248644561767,P value,shps,2013,79,ns
gsl,0.17761248644561767,P value,shps,2014,100,ns
gsl,0.17761248644561767,P value,shps,2015,112,ns
gsl,0.17761248644561767,P value,shps,2016,63,ns
gsl,0.17761248644561767,P value,shps,2017,0,ns
gsl,0.17761248644561767,P value,shps,2018,12,ns
gsl,0.4206236984523902,P value,sgs,1984,14,ns
gsl,0.4206236984523902,P value,sgs,1985,2,ns
gsl,0.4206236984523902,P value,sgs,1986,-25,ns
gsl,0.4206236984523902,P value,sgs,1987,37,ns
gsl,0.4206236984523902,P value,sgs,1988,2,ns
gsl,0.4206236984523902,P value,sgs,1989,77,ns
gsl,0.4206236984523902,P value,sgs,1990,6,ns
gsl,0.4206236984523902,P value,sgs,1991,24,ns
gsl,0.4206236984523902,P value,sgs,1992,14,ns
gsl,0.4206236984523902,P value,sgs,1993,-26,ns
gsl,0.4206236984523902,P value,sgs,1994,2,ns
gsl,0.4206236984523902,P value,sgs,1995,4,ns
gsl,0.4206236984523902,P value,sgs,1996,-25,ns
gsl,0.4206236984523902,P value,sgs,1997,33,ns
gsl,0.4206236984523902,P value,sgs,1998,0,ns
gsl,0.4206236984523902,P value,sgs,1999,10,ns
gsl,0.4206236984523902,P value,sgs,2000,-96,ns
gsl,0.4206236984523902,P value,sgs,2001,3,ns
gsl,0.4206236984523902,P value,sgs,2003,21,ns
gsl,0.4206236984523902,P value,sgs,2004,-70,ns
gsl,0.4206236984523902,P value,sgs,2005,-7,ns
gsl,0.4206236984523902,P value,sgs,2006,-21,ns
gsl,0.4206236984523902,P value,sgs,2007,48,ns
gsl,0.4206236984523902,P value,sgs,2008,6,ns
gsl,0.4206236984523902,P value,sgs,2009,-24,ns
gsl,0.4206236984523902,P value,sgs,2010,-43,ns
gsl,0.4206236984523902,P value,sgs,2011,-65,ns
gsl,0.4206236984523902,P value,sgs,2013,48,ns
gsl,0.4206236984523902,P value,sgs,2014,88,ns
gsl,0.4206236984523902,P value,sgs,2015,15,ns
gsl,0.4206236984523902,P value,sgs,2016,-16,ns
gsl,0.4206236984523902,P value,sgs,2017,45,ns
gsl,0.4206236984523902,P value,sgs,2018,-57,ns
gsl,0.4206236984523902,P value,sgs,2019,-39,ns
gsl,0.19931571687366884,P value,sevi,1984,31,ns
gsl,0.19931571687366884,P value,sevi,1985,-5,ns
gsl,0.19931571687366884,P value,sevi,1986,67,ns
gsl,0.19931571687366884,P value,sevi,1987,21,ns
gsl,0.19931571687366884,P value,sevi,1988,-42,ns
gsl,0.19931571687366884,P value,sevi,1989,-59,ns
gsl,0.19931571687366884,P value,sevi,1990,29,ns
gsl,0.19931571687366884,P value,sevi,1991,17,ns
gsl,0.19931571687366884,P value,sevi,1992,-9,ns
gsl,0.19931571687366884,P value,sevi,1993,-96,ns
gsl,0.19931571687366884,P value,sevi,1994,-44,ns
gsl,0.19931571687366884,P value,sevi,1995,15,ns
gsl,0.19931571687366884,P value,sevi,1996,-25,ns
gsl,0.19931571687366884,P value,sevi,1997,-3,ns
